[2022-06-14-08-39-12] induction: have people, enter card insert event
[2022-06-14-08-39-12] card in
[2022-06-14-08-39-12] mc action, enter card insert scene:day
[2022-06-23-09-54-47] 485 induc,id:61,sta:0
[2022-06-23-09-54-48] 485 induc,id:61,sta:0
[2022-06-23-10-12-14] 485 induc,id:61,sta:1
[2022-06-23-10-12-14] 485 induc,id:61,sta:1
[2022-06-23-10-12-15] 485 induc,id:61,sta:1
[2022-06-23-10-13-36] 485 induc,id:61,sta:0
[2022-06-23-10-13-36] 485 induc,id:61,sta:0
[2022-06-23-10-13-37] 485 induc,id:61,sta:0
[2022-06-23-10-17-00] 485 induc,id:61,sta:1
[2022-06-23-10-17-00] 485 induc,id:61,sta:1
[2022-06-23-10-17-01] 485 induc,id:61,sta:1
[2022-06-23-10-18-22] 485 induc,id:61,sta:0
[2022-06-23-10-18-22] 485 induc,id:61,sta:0
[2022-06-23-10-18-23] 485 induc,id:61,sta:0
[2022-06-23-10-30-15] 485 induc,id:61,sta:1
[2022-06-23-10-30-16] 485 induc,id:61,sta:1
[2022-06-23-10-30-16] 485 induc,id:6a,sta:1
[2022-06-23-10-30-16] 485 induc,id:61,sta:1
[2022-06-23-10-30-17] 485 induc,id:6a,sta:1
[2022-06-23-10-30-17] 485 induc,id:6a,sta:1
[2022-06-23-10-30-23] 485 induc,id:6a,sta:0
[2022-06-23-10-30-24] 485 induc,id:6a,sta:0
[2022-06-23-10-30-24] 485 induc,id:6a,sta:0
[2022-06-23-10-31-37] 485 induc,id:61,sta:0
[2022-06-23-10-31-38] 485 induc,id:61,sta:0
[2022-06-23-10-31-38] 485 induc,id:61,sta:0
[2022-06-23-10-31-56] 485 induc,id:61,sta:1
[2022-06-23-10-31-56] 485 induc,id:61,sta:1
[2022-06-23-10-33-17] 485 induc,id:61,sta:0
[2022-06-23-10-33-18] 485 induc,id:61,sta:0
[2022-06-23-10-33-19] 485 induc,id:61,sta:0
[2022-06-23-10-35-34] 485 induc,id:61,sta:1
[2022-06-23-10-35-34] 485 induc,id:61,sta:1
[2022-06-23-10-35-35] 485 induc,id:61,sta:1
[2022-06-23-10-36-40] 485 induc,id:61,sta:0
[2022-06-23-10-36-40] 485 induc,id:61,sta:0
[2022-06-23-10-36-41] 485 induc,id:61,sta:0
[2022-06-23-10-42-00] 485 induc,id:61,sta:1
[2022-06-23-10-42-00] 485 induc,id:61,sta:1
[2022-06-23-10-42-01] 485 induc,id:61,sta:1
[2022-06-23-10-42-48] 485 induc,id:6a,sta:1
[2022-06-23-10-42-48] 485 induc,id:6a,sta:1
[2022-06-23-10-42-49] 485 induc,id:6a,sta:1
[2022-06-23-10-42-55] 485 induc,id:6a,sta:0
[2022-06-23-10-42-56] 485 induc,id:6a,sta:0
[2022-06-23-10-42-56] 485 induc,id:6a,sta:0
[2022-06-23-10-43-02] 485 induc,id:60,sta:1
[2022-06-23-10-43-03] 485 induc,id:60,sta:1
[2022-06-23-10-43-03] 485 induc,id:60,sta:1
[2022-06-23-10-44-08] 485 induc,id:60,sta:0
[2022-06-23-10-44-08] 485 induc,id:60,sta:0
[2022-06-23-10-44-09] 485 induc,id:60,sta:0
[2022-06-23-10-44-19] 485 induc,id:61,sta:0
[2022-06-23-10-44-20] 485 induc,id:61,sta:0
[2022-06-23-10-44-20] 485 induc,id:61,sta:0
[2022-06-23-10-44-44] 485 induc,id:61,sta:1
[2022-06-23-10-44-45] 485 induc,id:61,sta:1
[2022-06-23-10-44-45] 485 induc,id:61,sta:1
[2022-06-23-10-44-46] 485 induc,id:6a,sta:1
[2022-06-23-10-44-46] 485 induc,id:6a,sta:1
[2022-06-23-10-44-47] 485 induc,id:6a,sta:1
[2022-06-23-10-44-53] 485 induc,id:6a,sta:0
[2022-06-23-10-44-53] 485 induc,id:6a,sta:0
[2022-06-23-10-44-54] 485 induc,id:6a,sta:0
[2022-06-23-10-45-01] 485 induc,id:6a,sta:1
[2022-06-23-10-45-02] 485 induc,id:6a,sta:1
[2022-06-23-10-45-02] 485 induc,id:6a,sta:1
[2022-06-23-10-45-08] 485 induc,id:6a,sta:0
[2022-06-23-10-45-09] 485 induc,id:6a,sta:0
[2022-06-23-10-45-09] 485 induc,id:6a,sta:0
[2022-06-23-10-46-22] 485 induc,id:61,sta:0
[2022-06-23-10-46-23] 485 induc,id:61,sta:0
[2022-06-23-10-46-24] 485 induc,id:61,sta:0
[2022-06-23-10-51-18] 485 induc,id:60,sta:1
[2022-06-23-10-51-19] 485 induc,id:60,sta:1
[2022-06-23-10-51-19] 485 induc,id:60,sta:1
[2022-06-23-10-51-23] 485 induc,id:61,sta:1
[2022-06-23-10-51-23] 485 induc,id:6a,sta:1
[2022-06-23-10-51-23] 485 induc,id:61,sta:1
[2022-06-23-10-51-24] 485 induc,id:6a,sta:1
[2022-06-23-10-51-24] 485 induc,id:61,sta:1
[2022-06-23-10-51-24] 485 induc,id:6a,sta:1
[2022-06-23-10-51-26] mc open
[2022-06-23-10-51-26] induction: have people, enter card insert event
[2022-06-23-10-51-26] card in
[2022-06-23-10-51-26] mc action, enter card insert scene:day
[2022-06-23-10-51-30] mc close
[2022-06-23-10-51-35] 485 induc,id:6a,sta:0
[2022-06-23-10-51-35] 485 induc,id:6a,sta:0
[2022-06-23-10-51-36] 485 induc,id:6a,sta:0
[2022-06-23-10-52-24] 485 induc,id:60,sta:0
[2022-06-23-10-52-25] 485 induc,id:60,sta:0
[2022-06-23-10-52-45] 485 induc,id:61,sta:0
[2022-06-23-10-52-45] 485 induc,id:61,sta:0
[2022-06-23-10-52-46] 485 induc,id:61,sta:0
[2022-06-23-10-57-21] induction: no people timeout, enter card pull event
[2022-06-23-10-57-33] card out
[2022-06-23-11-17-34] mc open
[2022-06-23-11-17-35] 485 induc,id:61,sta:1
[2022-06-23-11-17-35] induction: have people, enter card insert event
[2022-06-23-11-17-35] card in
[2022-06-23-11-17-35] mc action, enter card insert scene:day
[2022-06-23-11-17-36] 485 induc,id:61,sta:1
[2022-06-23-11-17-36] 485 induc,id:6a,sta:1
[2022-06-23-11-17-36] 485 induc,id:61,sta:1
[2022-06-23-11-17-36] 485 induc,id:60,sta:1
[2022-06-23-11-17-37] 485 induc,id:6a,sta:1
[2022-06-23-11-17-37] 485 induc,id:60,sta:1
[2022-06-23-11-17-37] 485 induc,id:6a,sta:1
[2022-06-23-11-17-37] 485 induc,id:60,sta:1
[2022-06-23-11-17-40] mc close
[2022-06-23-11-17-43] 485 induc,id:6a,sta:0
[2022-06-23-11-17-44] 485 induc,id:6a,sta:0
[2022-06-23-11-17-44] 485 induc,id:6a,sta:0
[2022-06-23-11-18-42] 485 induc,id:60,sta:0
[2022-06-23-11-18-43] 485 induc,id:60,sta:0
[2022-06-23-11-18-43] 485 induc,id:60,sta:0
[2022-06-23-11-18-57] 485 induc,id:61,sta:0
[2022-06-23-11-18-58] 485 induc,id:61,sta:0
[2022-06-23-11-18-58] 485 induc,id:61,sta:0
[2022-06-23-11-23-33] induction: no people timeout, enter card pull event
[2022-06-23-11-23-45] card out
[2022-06-23-12-17-26] 485 induc,id:61,sta:1
[2022-06-23-12-17-27] 485 induc,id:61,sta:1
[2022-06-23-12-17-28] mc open
[2022-06-23-12-17-28] induction: have people, enter card insert event
[2022-06-23-12-17-28] card in
[2022-06-23-12-17-28] mc action, enter card insert scene:day
[2022-06-23-12-17-28] 485 induc,id:60,sta:1
[2022-06-23-12-17-29] 485 induc,id:60,sta:1
[2022-06-23-12-17-29] 485 induc,id:60,sta:1
[2022-06-23-12-17-29] 485 induc,id:6a,sta:1
[2022-06-23-12-17-34] mc close
[2022-06-23-12-17-36] 485 induc,id:6a,sta:0
[2022-06-23-12-17-37] 485 induc,id:6a,sta:0
[2022-06-23-12-17-38] 485 induc,id:6a,sta:0
[2022-06-23-12-18-48] 485 induc,id:61,sta:0
[2022-06-23-12-18-48] 485 induc,id:61,sta:0
[2022-06-23-12-18-49] 485 induc,id:61,sta:0
[2022-06-23-12-18-50] 485 induc,id:60,sta:0
[2022-06-23-12-18-51] 485 induc,id:60,sta:0
[2022-06-23-12-18-51] 485 induc,id:60,sta:0
[2022-06-23-12-23-26] induction: no people timeout, enter card pull event
[2022-06-23-12-23-38] card out
[2022-06-23-12-49-00] mc open
[2022-06-23-12-49-00] 485 induc,id:60,sta:1
[2022-06-23-12-49-00] induction: have people, enter card insert event
[2022-06-23-12-49-00] card in
[2022-06-23-12-49-00] mc action, enter card insert scene:day
[2022-06-23-12-49-00] 485 induc,id:60,sta:1
[2022-06-23-12-49-01] 485 induc,id:61,sta:1
[2022-06-23-12-49-01] 485 induc,id:60,sta:1
[2022-06-23-12-49-01] 485 induc,id:61,sta:1
[2022-06-23-12-49-01] 485 induc,id:6a,sta:1
[2022-06-23-12-49-02] 485 induc,id:6a,sta:1
[2022-06-23-12-49-03] 485 induc,id:6a,sta:1
[2022-06-23-12-49-04] mc close
[2022-06-23-12-49-08] 485 induc,id:6a,sta:0
[2022-06-23-12-49-09] 485 induc,id:6a,sta:0
[2022-06-23-12-49-09] 485 induc,id:6a,sta:0
[2022-06-23-12-50-22] 485 induc,id:60,sta:0
[2022-06-23-12-50-22] 485 induc,id:61,sta:0
[2022-06-23-12-50-22] 485 induc,id:60,sta:0
[2022-06-23-12-50-23] 485 induc,id:61,sta:0
[2022-06-23-12-50-23] 485 induc,id:60,sta:0
[2022-06-23-12-50-23] 485 induc,id:61,sta:0
[2022-06-23-12-54-58] induction: no people timeout, enter card pull event
[2022-06-23-12-55-10] card out
[2022-06-23-12-55-12] mc open
[2022-06-23-12-55-13] mc close
[2022-06-23-13-55-02] mc open
[2022-06-23-13-55-03] 485 induc,id:60,sta:1
[2022-06-23-13-55-03] induction: have people, enter card insert event
[2022-06-23-13-55-03] card in
[2022-06-23-13-55-03] mc action, enter card insert scene:day
[2022-06-23-13-55-03] 485 induc,id:61,sta:1
[2022-06-23-13-55-03] 485 induc,id:60,sta:1
[2022-06-23-13-55-04] 485 induc,id:61,sta:1
[2022-06-23-13-55-04] 485 induc,id:60,sta:1
[2022-06-23-13-55-04] 485 induc,id:61,sta:1
[2022-06-23-13-55-05] 485 induc,id:6a,sta:1
[2022-06-23-13-55-05] 485 induc,id:6a,sta:1
[2022-06-23-13-55-06] 485 induc,id:6a,sta:1
[2022-06-23-13-55-06] mc close
[2022-06-23-13-55-12] 485 induc,id:6a,sta:0
[2022-06-23-13-55-12] 485 induc,id:6a,sta:0
[2022-06-23-13-55-13] 485 induc,id:6a,sta:0
[2022-06-23-13-56-08] 485 induc,id:60,sta:0
[2022-06-23-13-56-09] 485 induc,id:60,sta:0
[2022-06-23-13-56-09] 485 induc,id:60,sta:0
[2022-06-23-13-56-25] 485 induc,id:61,sta:0
[2022-06-23-13-56-26] 485 induc,id:61,sta:0
[2022-06-23-13-56-26] 485 induc,id:61,sta:0
[2022-06-23-14-01-03] induction: no people timeout, enter card pull event
[2022-06-23-14-01-15] card out
[2022-06-23-14-01-17] mc open
[2022-06-23-14-01-17] mc close
[2022-06-23-14-07-25] mc open
[2022-06-23-14-07-26] 485 induc,id:60,sta:1
[2022-06-23-14-07-26] induction: have people, enter card insert event
[2022-06-23-14-07-26] 485 induc,id:61,sta:1
[2022-06-23-14-07-26] card in
[2022-06-23-14-07-26] mc action, enter card insert scene:day
[2022-06-23-14-07-26] 485 induc,id:60,sta:1
[2022-06-23-14-07-26] 485 induc,id:61,sta:1
[2022-06-23-14-07-27] 485 induc,id:60,sta:1
[2022-06-23-14-07-27] 485 induc,id:61,sta:1
[2022-06-23-14-07-34] 485 induc,id:6a,sta:0
[2022-06-23-14-07-35] 485 induc,id:6a,sta:0
[2022-06-23-14-07-35] 485 induc,id:6a,sta:0
[2022-06-23-14-08-04] 485 induc,id:6a,sta:1
[2022-06-23-14-08-04] 485 induc,id:6a,sta:1
[2022-06-23-14-08-05] 485 induc,id:6a,sta:1
[2022-06-23-14-08-17] 485 induc,id:6a,sta:0
[2022-06-23-14-08-18] 485 induc,id:6a,sta:0
[2022-06-23-14-08-18] 485 induc,id:6a,sta:0
[2022-06-23-14-09-00] 485 induc,id:6a,sta:1
[2022-06-23-14-09-00] 485 induc,id:6a,sta:1
[2022-06-23-14-09-01] 485 induc,id:6a,sta:1
[2022-06-23-14-09-07] 485 induc,id:6a,sta:0
[2022-06-23-14-09-07] 485 induc,id:6a,sta:0
[2022-06-23-14-09-08] 485 induc,id:6a,sta:0
[2022-06-23-14-09-11] 485 induc,id:6a,sta:1
[2022-06-23-14-09-12] 485 induc,id:6a,sta:1
[2022-06-23-14-09-12] 485 induc,id:6a,sta:1
[2022-06-23-14-09-18] 485 induc,id:6a,sta:0
[2022-06-23-14-09-19] 485 induc,id:6a,sta:0
[2022-06-23-14-09-19] 485 induc,id:6a,sta:0
[2022-06-23-14-09-26] 485 induc,id:6a,sta:1
[2022-06-23-14-09-27] 485 induc,id:6a,sta:1
[2022-06-23-14-09-27] 485 induc,id:6a,sta:1
[2022-06-23-14-09-36] mc close
[2022-06-23-14-09-41] 485 induc,id:6a,sta:0
[2022-06-23-14-09-42] 485 induc,id:6a,sta:0
[2022-06-23-14-09-42] 485 induc,id:6a,sta:0
[2022-06-23-14-10-34] 485 induc,id:60,sta:0
[2022-06-23-14-10-35] 485 induc,id:60,sta:0
[2022-06-23-14-10-35] 485 induc,id:60,sta:0
[2022-06-23-14-10-51] 485 induc,id:61,sta:0
[2022-06-23-14-10-51] 485 induc,id:61,sta:0
[2022-06-23-14-10-52] 485 induc,id:61,sta:0
[2022-06-23-14-15-27] induction: no people timeout, enter card pull event
[2022-06-23-14-15-39] card out
[2022-06-23-15-13-30] mc open
[2022-06-23-15-13-31] 485 induc,id:61,sta:1
[2022-06-23-15-13-31] induction: have people, enter card insert event
[2022-06-23-15-13-31] 485 induc,id:60,sta:1
[2022-06-23-15-13-31] card in
[2022-06-23-15-13-31] mc action, enter card insert scene:day
[2022-06-23-15-13-31] 485 induc,id:61,sta:1
[2022-06-23-15-13-31] 485 induc,id:60,sta:1
[2022-06-23-15-13-32] 485 induc,id:61,sta:1
[2022-06-23-15-13-32] 485 induc,id:60,sta:1
[2022-06-23-15-13-32] 485 induc,id:6a,sta:1
[2022-06-23-15-13-33] 485 induc,id:6a,sta:1
[2022-06-23-15-13-34] 485 induc,id:6a,sta:1
[2022-06-23-15-13-39] 485 induc,id:6a,sta:0
[2022-06-23-15-13-40] 485 induc,id:6a,sta:0
[2022-06-23-15-13-41] 485 induc,id:6a,sta:0
[2022-06-23-15-13-46] 485 induc,id:6a,sta:1
[2022-06-23-15-13-47] 485 induc,id:6a,sta:1
[2022-06-23-15-13-47] 485 induc,id:6a,sta:1
[2022-06-23-15-13-49] mc close
[2022-06-23-15-13-53] 485 induc,id:6a,sta:0
[2022-06-23-15-13-54] 485 induc,id:6a,sta:0
[2022-06-23-15-13-54] 485 induc,id:6a,sta:0
[2022-06-23-15-15-09] 485 induc,id:61,sta:0
[2022-06-23-15-15-09] 485 induc,id:60,sta:0
[2022-06-23-15-15-10] 485 induc,id:61,sta:0
[2022-06-23-15-15-10] 485 induc,id:60,sta:0
[2022-06-23-15-15-10] 485 induc,id:61,sta:0
[2022-06-23-15-15-10] 485 induc,id:60,sta:0
[2022-06-23-15-19-45] induction: no people timeout, enter card pull event
[2022-06-23-15-19-57] card out
[2022-06-24-09-53-36] mc open
[2022-06-24-09-53-36] mc close
[2022-06-24-10-19-15] mc open
[2022-06-24-10-19-15] mc close
[2022-06-24-16-13-49] mc open
[2022-06-24-16-13-50] 485 induc,id:60,sta:1
[2022-06-24-16-13-50] induction: have people, enter card insert event
[2022-06-24-16-13-50] 485 induc,id:61,sta:1
[2022-06-24-16-13-50] card in
[2022-06-24-16-13-50] mc action, enter card insert scene:day
[2022-06-24-16-13-50] 485 induc,id:60,sta:1
[2022-06-24-16-13-51] 485 induc,id:61,sta:1
[2022-06-24-16-13-51] 485 induc,id:60,sta:1
[2022-06-24-16-13-51] 485 induc,id:61,sta:1
[2022-06-24-16-13-51] 485 induc,id:6a,sta:1
[2022-06-24-16-13-52] 485 induc,id:6a,sta:1
[2022-06-24-16-13-52] 485 induc,id:6a,sta:1
[2022-06-24-16-13-58] 485 induc,id:6a,sta:0
[2022-06-24-16-13-59] 485 induc,id:6a,sta:0
[2022-06-24-16-13-59] 485 induc,id:6a,sta:0
[2022-06-24-16-14-05] 485 induc,id:6a,sta:1
[2022-06-24-16-14-06] 485 induc,id:6a,sta:1
[2022-06-24-16-14-06] 485 induc,id:6a,sta:1
[2022-06-24-16-14-18] 485 induc,id:6a,sta:0
[2022-06-24-16-14-18] 485 induc,id:6a,sta:0
[2022-06-24-16-14-19] 485 induc,id:6a,sta:0
[2022-06-24-16-14-32] 485 induc,id:6a,sta:1
[2022-06-24-16-14-32] 485 induc,id:6a,sta:1
[2022-06-24-16-14-33] 485 induc,id:6a,sta:1
[2022-06-24-16-14-39] 485 induc,id:6a,sta:0
[2022-06-24-16-14-39] 485 induc,id:6a,sta:0
[2022-06-24-16-14-40] 485 induc,id:6a,sta:0
[2022-06-24-16-16-06] 485 induc,id:6a,sta:1
[2022-06-24-16-16-07] 485 induc,id:6a,sta:1
[2022-06-24-16-16-08] 485 induc,id:6a,sta:1
[2022-06-24-16-16-27] 485 induc,id:6a,sta:0
[2022-06-24-16-16-28] 485 induc,id:6a,sta:0
[2022-06-24-16-17-39] 485 induc,id:60,sta:0
[2022-06-24-16-17-39] 485 induc,id:61,sta:0
[2022-06-24-16-17-40] 485 induc,id:60,sta:0
[2022-06-24-16-17-40] 485 induc,id:61,sta:0
[2022-06-24-16-17-40] 485 induc,id:60,sta:0
[2022-06-24-16-17-40] 485 induc,id:61,sta:0
[2022-06-24-16-19-22] 485 induc,id:61,sta:1
[2022-06-24-16-19-22] 485 induc,id:61,sta:1
[2022-06-24-16-19-23] 485 induc,id:61,sta:1
[2022-06-24-16-20-44] 485 induc,id:61,sta:0
[2022-06-24-16-20-44] 485 induc,id:61,sta:0
[2022-06-24-16-20-45] 485 induc,id:61,sta:0
[2022-06-24-16-28-00] 485 induc,id:61,sta:1
[2022-06-24-16-28-00] 485 induc,id:61,sta:1
[2022-06-24-16-28-00] 485 induc,id:60,sta:1
[2022-06-24-16-28-00] 485 induc,id:6a,sta:1
[2022-06-24-16-28-01] 485 induc,id:61,sta:1
[2022-06-24-16-28-01] 485 induc,id:60,sta:1
[2022-06-24-16-28-01] 485 induc,id:6a,sta:1
[2022-06-24-16-28-01] 485 induc,id:60,sta:1
[2022-06-24-16-28-01] 485 induc,id:6a,sta:1
[2022-06-24-16-28-15] 485 induc,id:6a,sta:0
[2022-06-24-16-28-16] 485 induc,id:6a,sta:0
[2022-06-24-16-28-16] 485 induc,id:6a,sta:0
[2022-06-24-16-28-20] 485 induc,id:6a,sta:1
[2022-06-24-16-28-21] 485 induc,id:6a,sta:1
[2022-06-24-16-28-21] 485 induc,id:6a,sta:1
[2022-06-24-16-28-27] 485 induc,id:6a,sta:0
[2022-06-24-16-28-28] 485 induc,id:6a,sta:0
[2022-06-24-16-28-28] 485 induc,id:6a,sta:0
[2022-06-24-16-29-14] 485 induc,id:60,sta:0
[2022-06-24-16-29-15] 485 induc,id:60,sta:0
[2022-06-24-16-29-15] 485 induc,id:60,sta:0
[2022-06-24-16-29-15] 485 induc,id:6a,sta:1
[2022-06-24-16-29-16] 485 induc,id:6a,sta:1
[2022-06-24-16-29-16] 485 induc,id:6a,sta:1
[2022-06-24-16-29-17] 485 induc,id:60,sta:1
[2022-06-24-16-29-17] 485 induc,id:60,sta:1
[2022-06-24-16-29-18] 485 induc,id:60,sta:1
[2022-06-24-16-29-22] 485 induc,id:6a,sta:0
[2022-06-24-16-29-23] 485 induc,id:6a,sta:0
[2022-06-24-16-29-23] 485 induc,id:6a,sta:0
[2022-06-24-16-29-31] 485 induc,id:6a,sta:1
[2022-06-24-16-29-32] 485 induc,id:6a,sta:1
[2022-06-24-16-29-32] 485 induc,id:6a,sta:1
[2022-06-24-16-29-42] 485 induc,id:6a,sta:0
[2022-06-24-16-29-42] 485 induc,id:6a,sta:0
[2022-06-24-16-29-48] 485 induc,id:6a,sta:1
[2022-06-24-16-29-49] 485 induc,id:6a,sta:1
[2022-06-24-16-29-49] 485 induc,id:6a,sta:1
[2022-06-24-16-30-00] 485 induc,id:6a,sta:0
[2022-06-24-16-30-01] 485 induc,id:6a,sta:0
[2022-06-24-16-30-02] 485 induc,id:6a,sta:0
[2022-06-24-16-30-22] 485 induc,id:6a,sta:1
[2022-06-24-16-30-23] 485 induc,id:6a,sta:1
[2022-06-24-16-30-23] 485 induc,id:6a,sta:1
[2022-06-24-16-30-29] 485 induc,id:6a,sta:0
[2022-06-24-16-30-30] 485 induc,id:6a,sta:0
[2022-06-24-16-30-30] 485 induc,id:6a,sta:0
[2022-06-24-16-30-34] 485 induc,id:6a,sta:1
[2022-06-24-16-30-34] 485 induc,id:6a,sta:1
[2022-06-24-16-30-35] 485 induc,id:6a,sta:1
[2022-06-24-16-30-41] 485 induc,id:6a,sta:0
[2022-06-24-16-30-41] 485 induc,id:6a,sta:0
[2022-06-24-16-30-42] 485 induc,id:6a,sta:0
[2022-06-24-16-30-51] 485 induc,id:6a,sta:1
[2022-06-24-16-30-52] 485 induc,id:6a,sta:1
[2022-06-24-16-30-52] 485 induc,id:6a,sta:1
[2022-06-24-16-31-03] 485 induc,id:6a,sta:0
[2022-06-24-16-31-04] 485 induc,id:6a,sta:0
[2022-06-24-16-31-04] 485 induc,id:6a,sta:0
[2022-06-24-16-31-20] 485 induc,id:6a,sta:1
[2022-06-24-16-31-20] 485 induc,id:6a,sta:1
[2022-06-24-16-31-21] 485 induc,id:6a,sta:1
[2022-06-24-16-31-27] 485 induc,id:6a,sta:0
[2022-06-24-16-31-27] 485 induc,id:6a,sta:0
[2022-06-24-16-31-28] 485 induc,id:6a,sta:0
[2022-06-24-16-31-44] 485 induc,id:60,sta:0
[2022-06-24-16-31-45] 485 induc,id:60,sta:0
[2022-06-24-16-31-45] 485 induc,id:60,sta:0
[2022-06-24-16-33-03] 485 induc,id:60,sta:1
[2022-06-24-16-33-03] 485 induc,id:60,sta:1
[2022-06-24-16-33-04] 485 induc,id:6a,sta:1
[2022-06-24-16-33-04] 485 induc,id:60,sta:1
[2022-06-24-16-33-05] 485 induc,id:6a,sta:1
[2022-06-24-16-33-05] 485 induc,id:6a,sta:1
[2022-06-24-16-33-11] 485 induc,id:6a,sta:0
[2022-06-24-16-33-12] 485 induc,id:6a,sta:0
[2022-06-24-16-33-12] 485 induc,id:6a,sta:0
[2022-06-24-16-33-30] 485 induc,id:6a,sta:1
[2022-06-24-16-33-31] 485 induc,id:6a,sta:1
[2022-06-24-16-33-31] 485 induc,id:6a,sta:1
[2022-06-24-16-33-37] 485 induc,id:6a,sta:0
[2022-06-24-16-33-38] 485 induc,id:6a,sta:0
[2022-06-24-16-33-38] 485 induc,id:6a,sta:0
[2022-06-24-16-33-48] 485 induc,id:6a,sta:1
[2022-06-24-16-33-49] 485 induc,id:6a,sta:1
[2022-06-24-16-33-49] 485 induc,id:6a,sta:1
[2022-06-24-16-33-58] 485 induc,id:6a,sta:0
[2022-06-24-16-33-59] 485 induc,id:6a,sta:0
[2022-06-24-16-33-59] 485 induc,id:6a,sta:0
[2022-06-24-16-34-03] 485 induc,id:6a,sta:1
[2022-06-24-16-34-03] 485 induc,id:6a,sta:1
[2022-06-24-16-34-04] 485 induc,id:6a,sta:1
[2022-06-24-16-34-13] 485 induc,id:6a,sta:0
[2022-06-24-16-34-14] 485 induc,id:6a,sta:0
[2022-06-24-16-34-14] 485 induc,id:6a,sta:0
[2022-06-24-16-34-18] 485 induc,id:6a,sta:1
[2022-06-24-16-34-18] 485 induc,id:6a,sta:1
[2022-06-24-16-34-19] 485 induc,id:6a,sta:1
[2022-06-24-16-34-25] 485 induc,id:6a,sta:0
[2022-06-24-16-34-25] 485 induc,id:6a,sta:0
[2022-06-24-16-34-26] 485 induc,id:6a,sta:0
[2022-06-24-16-34-30] 485 induc,id:6a,sta:1
[2022-06-24-16-34-30] 485 induc,id:6a,sta:1
[2022-06-24-16-34-31] 485 induc,id:6a,sta:1
[2022-06-24-16-35-00] Key Num 12 first action
[2022-06-24-16-35-00] Key Num 12 second action
[2022-06-24-16-35-04] mc close
[2022-06-24-16-35-09] 485 induc,id:6a,sta:0
[2022-06-24-16-35-10] 485 induc,id:6a,sta:0
[2022-06-24-16-35-10] 485 induc,id:6a,sta:0
[2022-06-24-16-36-19] 485 induc,id:61,sta:0
[2022-06-24-16-36-19] 485 induc,id:60,sta:0
[2022-06-24-16-36-20] 485 induc,id:61,sta:0
[2022-06-24-16-36-20] 485 induc,id:60,sta:0
[2022-06-24-16-36-20] 485 induc,id:61,sta:0
[2022-06-24-16-36-21] 485 induc,id:60,sta:0
[2022-06-24-16-40-56] induction: no people timeout, enter card pull event
[2022-06-24-16-41-08] card out
